Name,Brand,Price,Image_url,Product_url
Pink Slim Fit Leaf Print Shirt,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£6.00 - £8.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/218469.jpg,
Taupe Skinny Fit Check Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£84.00'}, {'Date': 'September 2020', 'Price': '£21.00 - £32.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/459667.jpg,
Navy Regular Fit Linen Cotton Overhead Shirt,,"[{'Date': 'May 2020', 'Price': '£22.00'}, {'Date': 'June 2020', 'Price': '£8.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/354079.jpg,
Charcoal Italian Fabric Funnel Neck Coat,,"[{'Date': 'July 2018', 'Price': '£130.00'}, {'Date': 'March 2020', 'Price': '£39.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/166187.jpg,
Grey Slim Fit Stripe Suit: Trousers,,"[{'Date': 'December 2019', 'Price': '£45.00'}, {'Date': 'June 2020', 'Price': '£22.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/960775.jpg,
Grey Double Breasted Slim Fit Stripe Suit: Jacket,,"[{'Date': 'December 2019', 'Price': '£84.00'}, {'Date': 'June 2020', 'Price': '£42.00'}, {'Date': 'July 2020', 'Price': '£28.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/984812.jpg,
GANT Washable Check Blazer,,"[{'Date': 'July 2019', 'Price': '£325.00'}, {'Date': 'March 2020', 'Price': '£97.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/953674.jpg,
Navy/Ochre Regular Fit Brushed Flannel Check Long Sleeve Shirt,,"[{'Date': 'February 2020', 'Price': '£35.00'}, {'Date': 'September 2020', 'Price': '£17.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/642074.jpg,
Black Slim Fit Stripe Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£84.00'}, {'Date': 'September 2020', 'Price': '£21.00 - £32.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/107566.jpg,
Bleach Slim Fit Jeans With Stretch,,"[{'Date': 'February 2020', 'Price': '£25.00'}, {'Date': 'September 2020', 'Price': '£12.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/793108.jpg,
Navy Shower Resistant Coach Jacket,,"[{'Date': 'February 2020', 'Price': '£40.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/844013.jpg,
Light Grey Vertical Stripe Knitted Zip Polo,,"[{'Date': 'February 2020', 'Price': '£28.00'}, {'Date': 'September 2020', 'Price': '£14.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/134283.jpg,
